name,location,cuisines,rating,approx_cost
Le Arabia,Basaveshwara Nagar,"North Indian, Mughlai",4.4,800.0
The Pastry Inn,Sanjay Nagar,Bakery,3.5,300.0
Gowdara Hatti,Malleshwaram,South Indian,3.7,300.0
Firangi Bake,Sanjay Nagar,"Mexican, Italian",4.1,600.0
Behrouz Biryani,Rajajinagar,Biryani,4.0,650.0
The Belgian Waffle Co.,New BEL Road,"Desserts, Beverages",3.7,350.0
Roy Hotel & Restaurant,New BEL Road,"Bengali, North Indian",4.0,300.0
New Golden Emperor,Yeshwantpur,"North Indian, Chinese, Fast Food",3.7,400.0
Shri Family Restaurant,Rajajinagar,"South Indian, North Indian, Chinese, Seafood",3.3,400.0
Hotel Elite,Yeshwantpur,"North Indian, Chinese, South Indian, Juices",3.7,550.0
Lazeez Biryani,New BEL Road,"North Indian, Chinese, Mughlai, Hyderabadi",4.0,400.0
Hotel Kadamba Veg,Rajajinagar,"South Indian, North Indian, Chinese, Street Food, Juices",3.8,450.0
Chili's American Grill & Bar,Malleshwaram,"American, Tex-Mex, Burger, BBQ, Mexican",4.8,1400.0
The Milkshake Theory,Basaveshwara Nagar,"Beverages, Fast Food",3.0,400.0
Krispy Kreme,Malleshwaram,"Desserts, Beverages",4.1,300.0
Kanti Sweets,Rajajinagar,"Mithai, Street Food",3.8,400.0
Rishi's Paratha Plaza,Sanjay Nagar,North Indian,3.9,250.0
The Waffles Hut,Malleshwaram,Desserts,3.6,400.0
Chichaba's Taj,Basaveshwara Nagar,"Biryani, North Indian, Mughlai",4.1,600.0
Nesara Mullti - Cuisine Family Dining & Garden...,Malleshwaram,"North Indian, Chinese, South Indian, Beverages",2.7,800.0
Eggstacy,New BEL Road,"Fast Food, Continental, Chinese",4.0,500.0
Maddy's Katti Cafe,Rajajinagar,"Fast Food, Beverages",3.2,400.0
Nando's,Malleshwaram,"Portuguese, Wraps, Burger, Salad",4.1,1200.0
Food & Friends,Rajajinagar,"Fast Food, Street Food",2.9,200.0
Sweet Truth,Sanjay Nagar,"Bakery, Desserts",3.9,500.0
Punjab Grill,Malleshwaram,"North Indian, Mughlai",4.9,2000.0
Nammura Upachara,Basaveshwara Nagar,"Chinese, North Indian, South Indian",3.6,300.0
Stories,Rajajinagar,"Continental, North Indian, Chinese",4.6,1100.0
Sagar Kabab Corner,Yeshwantpur,"North Indian, Chinese, Biryani",3.2,350.0
The Fast Food,Malleshwaram,"South Indian, Fast Food",4.0,150.0
Cupcake Bliss,Malleshwaram,Bakery,3.7,200.0
Hammered,New BEL Road,"North Indian, Continental, Cafe",4.4,1200.0
Bhavani Vada Pav,Yeshwantpur,Fast Food,4.0,150.0
Hotel Malgudi,Rajajinagar,"South Indian, Biryani",3.6,400.0
Cafe Coffee Day,New BEL Road,"Cafe, Fast Food",3.2,900.0
Kaifu,New BEL Road,"Chinese, Asian",4.2,700.0
Grill Biryanis,Malleshwaram,"Biryani, North Indian",3.1,500.0
Shree Guru Sagar,Basaveshwara Nagar,"Chinese, North Indian, South Indian",3.5,500.0
The Happy Vegetarian,Basaveshwara Nagar,"North Indian, Chinese, South Indian",0.0,600.0
Annappa's Naati Mane,Rajajinagar,"South Indian, Chinese",3.5,400.0
Cake Gallery,Yeshwantpur,Bakery,3.6,300.0
Hotel Halli Nenapu,Malleshwaram,South Indian,3.4,500.0
Kool Joint,Basaveshwara Nagar,"Ice Cream, Juices, Fast Food",3.4,200.0
Hotel Gowdru Mane,Yeshwantpur,"South Indian, Biryani",3.1,400.0
Naati Manae,Malleshwaram,"North Indian, South Indian, Chinese, Biryani",2.7,700.0
Drunken Monkey,New BEL Road,"Beverages, Fast Food",4.1,500.0
Scoops N Smiles,Rajajinagar,"Desserts, Sandwich, Pizza, Burger",3.3,200.0
Antarastriya,Malleshwaram,"Chinese, Fast Food, Momos",3.9,200.0
Basaveshwarnagar Dosa Corner,Basaveshwara Nagar,South Indian,3.8,200.0
Totaram's Paranthas,New BEL Road,North Indian,3.5,300.0
Ganesh Food Joint,Malleshwaram,"South Indian, North Indian, Chinese",3.6,200.0
Chowmein,Basaveshwara Nagar,"Chinese, North Indian, Momos, Biryani",3.8,800.0
Asha Sweets Centre,Malleshwaram,"Mithai, Street Food",4.0,250.0
Sardarji Ka Kitchen,New BEL Road,North Indian,3.1,150.0
Prateeksha Natural Ice Cream,New BEL Road,Ice Cream,3.2,250.0
Dambal's Veg,Yeshwantpur,South Indian,3.2,250.0
Ginger,Sanjay Nagar,"North Indian, Chinese",3.6,350.0
Kolkata Famous Kati Roll,Basaveshwara Nagar,Fast Food,0.0,150.0
Tasty Munch,Rajajinagar,"Fast Food, Street Food, Momos",3.6,200.0
Kerala Restaurant,Yeshwantpur,"Biryani, Kerala",3.5,150.0
1992 Chats - Space,Rajajinagar,Street Food,3.7,200.0
Santo's,New BEL Road,"North Indian, Fast Food",3.7,650.0
The Asian Curry House,Malleshwaram,"Vietnamese, Thai, Burmese, Japanese",4.5,1000.0
Hotel Taj Delight,New BEL Road,"North Indian, Biryani, Arabian",3.2,600.0
Slurpy Shakes,Malleshwaram,Beverages,0.0,300.0
Thanco's Natural Ice Cream,Yeshwantpur,"Ice Cream, Desserts",3.8,450.0
Ibaco,Rajajinagar,Desserts,3.6,300.0
Burp,New BEL Road,"Cafe, Mexican, Italian, Pizza",4.0,800.0
Street Foods by Punjab Grill,Malleshwaram,"North Indian, Street Food, Kebab",3.7,800.0
Cheesy Bites,New BEL Road,"Chinese, Fast Food, Italian",0.0,200.0
Mitraa Da Pizza,Rajajinagar,"Fast Food, Pizza",0.0,250.0
Chetty's Coffee,New BEL Road,South Indian,4.0,200.0
The Banana Kick,New BEL Road,"Cafe, Beverages",3.3,600.0
Casamia,Yeshwantpur,"Andhra, Kerala, South Indian",3.6,400.0
Karavali Lunch Home,Malleshwaram,"South Indian, Seafood",4.0,300.0
Ali Snacks Point,Malleshwaram,"Chinese, Momos",3.4,150.0
Freskka,New BEL Road,"Italian, American, Asian, Continental, Mexican, Momos",4.0,700.0
Break Hour,Rajajinagar,"Chinese, Beverages",4.0,150.0
Pizza Stop,Malleshwaram,"Pizza, Italian",2.9,600.0
Patiala Lassi,Sanjay Nagar,Beverages,4.1,150.0
Raj Bhog,Rajajinagar,"North Indian, Fast Food",0.0,500.0
Fresh Veg,New BEL Road,"Street Food, North Indian",2.7,300.0
Gelato Italiano,RT Nagar,"Ice Cream, Bakery, Desserts",3.4,200.0
Subway,Malleshwaram,"Healthy Food, Salad, Fast Food",2.4,500.0
Sreeraj Lassi Bar,RT Nagar,"Beverages, Desserts, Juices",3.8,150.0
Hatti Kaapi,Malleshwaram,"South Indian, Street Food",3.7,200.0
Smoke - The Sizzler House,New BEL Road,"Continental, Italian",4.2,800.0
Waffle Stories,Malleshwaram,Desserts,3.9,300.0
By 2 Coffee,Malleshwaram,South Indian,4.1,100.0
The Higher Taste Stores,Malleshwaram,"Fast Food, Bakery",3.8,300.0
Cakeport,Rajajinagar,Bakery,3.4,400.0
Frozen Bottle,New BEL Road,"Beverages, Desserts, Ice Cream",3.7,400.0
ZEEES,New BEL Road,"North Indian, Street Food, Fast Food",3.6,300.0
KC Das - Sweet Sadan,Malleshwaram,"Mithai, Street Food",3.0,200.0
Biriyani Paradise,Yeshwantpur,"Kerala, Biryani, North Indian, Chettinad",3.3,450.0
Stoned Monkey,New BEL Road,"Desserts, Ice Cream",4.0,500.0
Alif Hotel,Yeshwantpur,"North Indian, Chinese, Mughlai",0.0,400.0
Oyalo,Malleshwaram,Pizza,3.2,300.0
Sagar Samrat,New BEL Road,"North Indian, Chinese, South Indian",3.7,400.0
Salaam Sigri Rolls & Kebabs,New BEL Road,"Rolls, Mughlai",3.8,300.0
Mad Over Donuts,Malleshwaram,"Bakery, Desserts, Beverages",3.9,450.0
Green Chilly,Rajajinagar,"North Indian, Chinese",3.6,350.0
Symas,RT Nagar,"Fast Food, Beverages",3.7,200.0
Roll Over,Malleshwaram,"Ice Cream, Beverages, Fast Food",3.9,500.0
McDonald's,New BEL Road,"Fast Food, Burger",3.9,500.0
Cafe Centralis,New BEL Road,Cafe,2.8,600.0
Sree Ganesh Fruit Juice Centre,Malleshwaram,Beverages,3.6,100.0
The Street Kitchen,New BEL Road,"North Indian, Fast Food, Chinese, Beverages",3.7,300.0
Coastal Express,Malleshwaram,South Indian,3.4,300.0
3G's - Gulp & Groove,Malleshwaram,"Finger Food, Continental, Chinese",4.1,1100.0
Shree Guru Sagar Fast Food,Rajajinagar,"North Indian, South Indian, Chinese",3.6,300.0
Kadai,Basaveshwara Nagar,"North Indian, Chinese, Seafood, South Indian",3.6,450.0
Peppermill Bistro,New BEL Road,"Continental, European, Mediterranean, Cafe, Steak",4.0,1000.0
Dhadoom,Malleshwaram,"North Indian, Street Food, Pizza, Burger, Sandwich",4.0,300.0
Sri Ganesh Fruit Juice Centre,RT Nagar,Juices,3.2,100.0
Ambur Darbar Biriyani Point,Yeshwantpur,Biryani,3.2,200.0
Domino's Pizza,Malleshwaram,"Pizza, Fast Food",4.0,400.0
Food Singh,Sanjay Nagar,North Indian,0.0,500.0
Chination,Sanjay Nagar,Chinese,0.0,600.0
The Biryani Culture,Malleshwaram,North Indian,3.2,500.0
Fish Corner,Yeshwantpur,"North Indian, Chinese, Seafood",3.7,400.0
Plated,New BEL Road,"Cafe, Continental",4.1,800.0
Khan Saheb Grills and Rolls,New BEL Road,Fast Food,3.7,400.0
Saladtimes,Yeshwantpur,"Healthy Food, Fast Food",3.8,500.0
7 Plates,RT Nagar,"North Indian, Mughlai, Rolls, Fast Food",3.9,600.0
Karnataka Biryani Point,Rajajinagar,"Biryani, Kebab",0.0,250.0
Crazy Pizza,Malleshwaram,"Pizza, Fast Food",3.4,400.0
Aramane Restaurant,Rajajinagar,"South Indian, Chinese, Fast Food",3.0,300.0
Halli Mane Donne Biriyani,Rajajinagar,"Biryani, Seafood",4.1,400.0
The Big Bellyz,Malleshwaram,"Fast Food, Beverages, Momos",3.9,300.0
Ootada Mane,Yeshwantpur,"South Indian, North Indian, Chinese",2.9,600.0
Upsouth,Malleshwaram,South Indian,4.1,300.0
Cream & Fudge,Malleshwaram,"Ice Cream, Desserts",3.3,250.0
Tastie's,Basaveshwara Nagar,"Fast Food, Beverages, Ice Cream",3.2,150.0
Cold Station,Rajajinagar,"Fast Food, Desserts",3.8,250.0
Sethi's,Sanjay Nagar,"North Indian, Chinese",0.0,600.0
Ragoo's Kitchen,Rajajinagar,"Mangalorean, Chinese, North Indian, Biryani",3.1,350.0
Cafe Rossini,New BEL Road,"Continental, Italian, Chinese",3.9,700.0
Kettle & Kegs,Sanjay Nagar,"Tea, Beverages",3.2,200.0
Namakh Store And Cafe,New BEL Road,"Cafe, Continental, American",3.7,400.0
Baskin Robbins,Rajajinagar,"Ice Cream, Desserts",2.9,250.0
Maiyas,Malleshwaram,"South Indian, North Indian, Chinese, Bakery, Desserts",3.9,300.0
Sweetie Celebrations Cafe,New BEL Road,"Desserts, Beverages",0.0,300.0
Ujwal Bar & Restaurant,RT Nagar,"Seafood, North Indian, Chinese",3.8,750.0
Cafe Poetry,New BEL Road,"Cafe, Beverages, Healthy Food",3.7,400.0
Sha-e-Darbar,Yeshwantpur,"North Indian, Chinese",3.7,400.0
Ember The Calabash,New BEL Road,"Cafe, Italian, Continental, Beverages",4.1,800.0
Jay Bhavani Vadapav,Seshadripuram,"Maharashtrian, Street Food",3.5,150.0
Singh Saab Dhaba,Malleshwaram,"Fast Food, North Indian",3.8,400.0
Surya Refreshments,Malleshwaram,South Indian,3.9,150.0
Sweet Chariot,Basaveshwara Nagar,"Bakery, Fast Food",3.1,500.0
Karavali Deluxe,Yeshwantpur,"North Indian, Chinese",3.6,450.0
La Heaven,Malleshwaram,"Bakery, Desserts",3.8,400.0
Carbon Cup,New BEL Road,"North Indian, Arabian, Fast Food, Chinese",3.5,400.0
New Sagar Fast food,Yeshwantpur,"South Indian, North Indian, Chinese",3.4,250.0
Spices The Food Joint,Rajajinagar,"North Indian, Mangalorean, Chinese",3.1,550.0
Sunaina Sapice,New BEL Road,"South Indian, North Indian, Chinese",3.3,200.0
Will Way Burgers,New BEL Road,Burger,3.6,250.0
Cafe Mandala,New BEL Road,Cafe,3.9,600.0
Yumjar,Malleshwaram,"Fast Food, Beverages, Desserts",0.0,300.0
The Crust Factory,Yeshwantpur,"Bakery, Cafe, Desserts",3.5,400.0
Robin Brown Ice Creams,Frazer Town,Desserts,0.0,250.0
Food Square,Malleshwaram,"Chinese, Street Food, Rolls",3.2,250.0
A2B - Adyar Ananda Bhavan,RT Nagar,"South Indian, North Indian, Chinese, Street Food, Fast Food",3.5,400.0
Rayalaseema Ruchulu,New BEL Road,"Andhra, North Indian",3.2,700.0
Mehfil Family Restaurant,Malleshwaram,North Indian,3.0,750.0
Mumbai Spice,Malleshwaram,"North Indian, Chinese",3.7,400.0
New Karavali Restaurant,Yeshwantpur,"North Indian, Seafood, Mangalorean",3.3,450.0
Race Course Restaurant,Rajajinagar,"Chinese, North Indian, South Indian",3.2,450.0
NOC Cafe & Catering,New BEL Road,"North Indian, Fast Food",3.2,400.0
Churn,New BEL Road,"Desserts, Ice Cream",4.2,250.0
Sizzling China,Malleshwaram,Chinese,2.9,300.0
Nikki's,Sadashiv Nagar,"Chinese, North Indian",3.1,600.0
Chaat Lounge,Yeshwantpur,"North Indian, Street Food",3.0,300.0
B52 - Sports Bar,Yeshwantpur,"Continental, American, Chinese, Finger Food",3.5,1200.0
Sai Cafe Veg,Malleshwaram,Fast Food,3.5,250.0
Srushti Coffee,Malleshwaram,South Indian,3.4,300.0
Puff Cafe,New BEL Road,"Cafe, Italian, American",3.7,700.0
Kargeens,New BEL Road,"Cafe, Italian, Pizza, Continental",3.9,900.0
Kitty's Cafe,New BEL Road,Fast Food,3.6,300.0
Kudla Beach,Rajajinagar,"North Indian, South Indian, Seafood, Chinese",3.5,400.0
Donne Biriyani Angadi Mane,New BEL Road,"Biryani, Chinese",3.8,250.0
AQNI,New BEL Road,"North Indian, Mughlai, Biryani, Rolls",3.6,650.0
Chaska Inn,New BEL Road,"North Indian, Chinese, Arabian",0.0,300.0
Bademiyan Kebabs,Malleshwaram,"Kebab, Hyderabadi, Biryani, Charcoal Chicken",3.8,600.0
Absolute Waffles,New BEL Road,"Desserts, Fast Food",3.9,200.0
Cookie Man,Malleshwaram,Bakery,3.7,150.0
Veena Stores,Malleshwaram,South Indian,4.5,150.0
Hotel Durga Shree Grand,Rajajinagar,"South Indian, North Indian, Chinese, Street Food",3.6,200.0
Pot Biryani,New BEL Road,"North Indian, Chinese, Biryani",3.8,450.0
Garden Kabab Corner,Yeshwantpur,"North Indian, Chinese",3.4,200.0
Masale Daan,Rajajinagar,North Indian,0.0,350.0
Imperial Restaurant,Vasanth Nagar,"North Indian, Chinese, Biryani",3.8,800.0
California Burrito,Malleshwaram,"Mexican, Fast Food",4.2,400.0
The Juice Station,Rajajinagar,"Juices, Sandwich, Burger, Beverages, Continental",0.0,200.0
New Punjabi Pure Veg Restaurant,Yeshwantpur,"South Indian, North Indian",3.4,400.0
Paris Restaurant,Yeshwantpur,"North Indian, Chinese, Biryani",3.7,550.0
UBQ By Barbeque Nation,Rajajinagar,"North Indian, BBQ, Biryani, Kebab",3.3,450.0
Shakthi Bar and Restaurant,RT Nagar,"North Indian, South Indian, Chinese",3.1,900.0
Rajdhani Thali Restaurant,Malleshwaram,North Indian,4.0,1000.0
Sindh Kitchen,Malleshwaram,"North Indian, Sindhi, Seafood",4.2,1100.0
Hatch,Malleshwaram,"North Indian, Mangalorean, Seafood",4.1,1200.0
Hotel Gowda's,Yeshwantpur,"South Indian, Biryani, North Indian, Chinese",3.5,450.0
Samrat Family Restaurant & Bar,RT Nagar,"North Indian, Andhra, Chinese",3.2,600.0
Natural Ice Cream,Malleshwaram,"Ice Cream, Beverages",4.3,200.0
Dil Se Punjabi,RT Nagar,"North Indian, Mughlai, Chinese",3.0,550.0
Momo Shop,RT Nagar,"Momos, Street Food, Rolls",4.0,200.0
Coastal Biryani Paradise,RT Nagar,"North Indian, Chinese, Biryani",3.9,500.0
Biriyani Nights,New BEL Road,"Biryani, Kebab, Continental",3.2,500.0
New Chickpete Donne Biryani,Yeshwantpur,Biryani,3.1,300.0
Prana,New BEL Road,"Cafe, Healthy Food, South Indian",4.0,500.0
Kabab Palace,Rajajinagar,"North Indian, Chinese, Kebab",3.8,350.0
Andhra Vantakam,Rajajinagar,"Andhra, Chinese, North Indian, Seafood",3.9,800.0
Jashn Hyderabadi Bawarchi,New BEL Road,"Hyderabadi, North Indian, Chinese, Biryani",2.9,650.0
Sri Sai Fast Food,New BEL Road,South Indian,0.0,100.0
Omleterian,New BEL Road,"American, Continental",3.6,200.0
Donne Biriyani Angadi Mane,Rajajinagar,"South Indian, Biryani",3.8,250.0
Bon Appetit Resto,New BEL Road,"North Indian, Chinese",3.8,300.0
Eater's Cart,Rajajinagar,"Chinese, Continental, North Indian, South Indian",3.5,250.0
Sri Krishna Sweets,Malleshwaram,Mithai,3.7,250.0
Biryani Day,Rajajinagar,"Biryani, Kebab",3.8,400.0
Swathi,Rajajinagar,"Andhra, North Indian, Chinese",3.8,700.0
Vande Matharam,Rajajinagar,"North Indian, Chinese, South Indian, Street Food",2.3,500.0
Oottupura,New BEL Road,"Kerala, North Indian, Chinese, Rolls, Juices",2.6,350.0
The Purple Pan,Rajajinagar,"North Indian, Chinese",4.1,600.0
Malleshwaram Holige Mane,Malleshwaram,South Indian,3.5,200.0
Masti Masala,Rajajinagar,North Indian,4.0,450.0
Banashankari Restaurant,New BEL Road,South Indian,0.0,400.0
Kushi Meals,Rajajinagar,Fast Food,0.0,200.0
Swadh Biryani Tandoori Spot,Malleshwaram,"Biryani, Fast Food",0.0,200.0
Toast And Salad,New BEL Road,Healthy Food,3.6,300.0
Biriyani Fest,New BEL Road,"Biryani, North Indian, Chinese",2.9,700.0
Donne Biryani House,Malleshwaram,"Andhra, Biryani",3.8,300.0
BIB - Breakfast in the Box,Yeshwantpur,"American, Sandwich",3.8,600.0
L J Fast Food,Malleshwaram,Chinese,3.3,300.0
Punjab Mail,Malleshwaram,"North Indian, Chinese, Beverages",3.8,650.0
Sri Gajanana Fruit Juice Center,New BEL Road,"Juices, Fast Food",0.0,150.0
Malgudi's Donne Biriyani,Rajajinagar,Biryani,3.8,350.0
New Prashanth Hotel,Rajajinagar,"South Indian, Biryani",3.3,400.0
SGS Non Veg - Gundu Pulav,Malleshwaram,"Biryani, Fast Food",3.2,400.0
Chikpet Donne Biriyani Corner,Basaveshwara Nagar,"Biryani, Kebab",3.2,400.0
Hotel Fish Land,RT Nagar,"South Indian, North Indian",3.6,600.0
Mangalore Lunch Home,RT Nagar,"North Indian, Mughlai, Chinese, Seafood, South Indian",3.7,200.0
Kusum Restaurant,New BEL Road,"North Indian, Chinese, Mughlai",3.0,500.0
The Donut Baker,Malleshwaram,Desserts,3.5,150.0
Spicy Fingers,RT Nagar,"North Indian, South Indian, Seafood",3.4,600.0
Al-Baik Kabab Corner,Yeshwantpur,"Kebab, Biryani",3.2,350.0
Grand Sweets & Snacks,Malleshwaram,"Mithai, Fast Food",3.3,300.0
Swasthi Spice Restaurant,Rajajinagar,"Andhra, North Indian, Chinese, Biryani",3.4,600.0
Beijing Bites,Malleshwaram,"Chinese, Thai",3.7,600.0
Matsya Lunch Home,Malleshwaram,Mangalorean,3.7,400.0
Chung Wah,New BEL Road,"Chinese, Momos, Thai, Vietnamese",4.0,650.0
New Shanthi Sagar,Rajajinagar,"South Indian, North Indian, Chinese, Street Food",3.5,400.0
Iyer Mess,Malleshwaram,South Indian,4.1,150.0
Chandus Delux,Malleshwaram,"South Indian, North Indian, Seafood, Chinese",3.9,600.0
Pavilion Restaurant,Yeshwantpur,"North Indian, Chinese, Continental",4.2,1000.0
Navrang Kabab Korner,Rajajinagar,"North Indian, Mughlai, Biryani, Chinese, Kebab",3.7,600.0
LV Venkateshwara Jolada Rotti Oota,Malleshwaram,South Indian,3.9,300.0
Chandrappa Hotel,Yeshwantpur,"South Indian, North Indian, Chinese",4.2,450.0
Dharwad Line Bazar Mishra Pedha,Malleshwaram,Mithai,3.4,150.0
South Spicy Bites,Basaveshwara Nagar,"North Indian, Chinese",3.7,500.0
Chickz N Cheez,Rajajinagar,"North Indian, Fast Food",3.4,300.0
Hotel Prashanth,Rajajinagar,North Indian,3.9,350.0
A1 Spice Inn,Yeshwantpur,"Biryani, Chinese, Hyderabadi, North Indian, South Indian",3.5,500.0
Viking,Malleshwaram,"Chinese, North Indian",2.9,450.0
Chung's Chinese Corner,Malleshwaram,"Chinese, Asian, American, Seafood",4.1,600.0
Shree Mahalakshmi Sweets,Basaveshwara Nagar,"Mithai, Street Food",3.9,100.0
Cravingz,Malleshwaram,"Fast Food, Beverages",3.8,400.0
Apsara Ice Cream,Malleshwaram,"Ice Cream, Desserts",4.0,200.0
Sunny Spice Chinese Restaurant,Rajajinagar,"Chinese, Thai, Seafood",3.3,650.0
Pavilion,Yeshwantpur,"North Indian, Chinese",3.7,700.0
Bangalore City Flowers And Cakes,Malleshwaram,Bakery,0.0,200.0
Vijayalakshmi Veg,Malleshwaram,South Indian,0.0,200.0
Currylicious,Malleshwaram,"South Indian, Mangalorean, Kerala",3.1,800.0
New Kadai,Malleshwaram,"North Indian, Chinese, Seafood",3.8,700.0
New Prashanth Hotel,Malleshwaram,"South Indian, Biryani",3.1,400.0
Kudla - Coraltree,RT Nagar,"Seafood, Mangalorean",3.8,1200.0
Cream Factory,Malleshwaram,Desserts,3.4,400.0
Pure & Natural,Malleshwaram,"Healthy Food, Beverages, Fast Food",2.6,500.0
Samosa Singh,Malleshwaram,"Street Food, Beverages",0.0,150.0
Lassi Zone,Malleshwaram,"Beverages, Juices, Ice Cream",0.0,200.0
Fnp Cakes 'N' More,Malleshwaram,Bakery,0.0,150.0
Gajanana Juice Centre,Malleshwaram,"Beverages, Juices",0.0,100.0
Ghar Ka Aahar,Malleshwaram,North Indian,0.0,400.0
Hare Krishna Kuteera,Malleshwaram,South Indian,0.0,200.0
Punjabi Tasty Khana,Malleshwaram,"North Indian, Chinese, Biryani",0.0,450.0
Grub by 3G's,Malleshwaram,"Continental, North Indian",3.3,1500.0
Andhra Ruchies,New BEL Road,"Andhra, Biryani",0.0,400.0
Nebula,Malleshwaram,"North Indian, Chinese, Thai, Italian, South Indian",3.3,700.0
Lakshmi Mess,Malleshwaram,South Indian,3.3,200.0
Mom's Rasoi,Malleshwaram,"South Indian, Biryani",3.5,300.0
CREZZO,Malleshwaram,"South Indian, Biryani",0.0,300.0
Jalpaan,Rajajinagar,"North Indian, Continental",3.9,900.0
Taiyvan's,RT Nagar,"Chinese, Thai, Seafood, Malaysian",3.7,500.0
Hotel Emirates,RT Nagar,"North Indian, Chinese, Arabian, Kebab",3.1,500.0
Kitchen King Naati Style,Rajajinagar,South Indian,3.8,500.0
Kim Lee Restaurant,Rajajinagar,Chinese,3.8,700.0
Pulimunchi,Sadashiv Nagar,"Mangalorean, Seafood",4.1,1000.0
Nagas,Yeshwantpur,"Andhra, South Indian, Hyderabadi",3.3,500.0
Shake The Shake,New BEL Road,Juices,0.0,200.0
Nammura Baduta,Vasanth Nagar,South Indian,3.3,350.0
Four Seasons Fast Food,Malleshwaram,"North Indian, Chinese, Biryani",3.3,400.0
Hotel Girija Sagar,Sadashiv Nagar,South Indian,3.3,200.0
Fujian Express,Yeshwantpur,"Thai, Chinese, Momos",3.3,600.0
The Orchard,Sadashiv Nagar,North Indian,4.0,900.0
Chikpet Donne Biryani House,Yeshwantpur,Biryani,3.6,350.0
Basil Joint,New BEL Road,"Fast Food, Beverages",3.5,300.0
Kabab Center,Malleshwaram,"Biryani, Kebab",0.0,300.0
Just Bake,Magadi Road,Bakery,3.4,400.0
New Fishland,Malleshwaram,"Seafood, Chinese, North Indian, South Indian",3.9,400.0
Sea Route,Rajajinagar,"Seafood, North Indian, Chinese",4.1,1100.0
Seafood Dot Grill,Yeshwantpur,"Seafood, North Indian, Mangalorean",3.9,1200.0
Satrangi,New BEL Road,"North Indian, South Indian",3.7,900.0
Kesariya,Sadashiv Nagar,Rajasthani,4.2,1200.0
New Shetty Lunch Home,Rajajinagar,"Mangalorean, Seafood, South Indian",3.3,400.0
Prashanth Naati Corner,Yelahanka,"South Indian, Biryani",3.5,300.0
Nandhini Deluxe,Sankey Road,North Indian,4.0,600.0
